Unnamed: 0,review,rating,topic,topic_probability,topic_label,rating_number_only,sentiment
25828,first arrive line hour get window 355am mic mic response wait line window,1 star,4,0.78230643,"Long wait times, slow drive-thru",1,negative
25829,minute mocha photo,1 star,4,0.4956431,"Long wait times, slow drive-thru",1,negative
25830,terrible cash manager rude extra gossip kitchen unprofessional unsatisfying new st,1 star,0,0.51630294,"Bad service, wrong orders, rude staff",1,negative
25831,tourist price high fine problem employee rootbeer cashier enough tell ice simple drink worker d employee proper understanding problem,1 star,0,0.50789636,"Bad service, wrong orders, rude staff",1,negative
25832,mcdonald much people world staff scruffy old pyjama street uniform clean personal clothe hairnet kiosk slow service counter food item,1 star,0,0.50801086,"Bad service, wrong orders, rude staff",1,negative
25833,bad mcdonald drive lane minute order sign customer lane online pick food short staffed employee order disappointing fry cold soggy tomato lettuce mayo,1 star,4,0.4923097,"Long wait times, slow drive-thru",1,negative
25834,many time cheese double cheeseburger ketchup onion surprised meat,1 star,4,0.31647918,"Long wait times, slow drive-thru",1,negative
25835,bad mcdonald closed 941pm wth staff polite cheese open night corporate read weekend,1 star,4,0.5591967,"Long wait times, slow drive-thru",1,negative
25836,receipt showcasing picture disgusting order incorrect product cold fry oil day sandwich cold drink disgusting full,1 star,3,0.73540395,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25837,bad mcdonald worker slow motion ignore minute food diabetic brotherinlaw food,1 star,0,0.48558766,"Bad service, wrong orders, rude staff",1,negative
25838,slow fast food restaurant,1 star,1,0.59665644,"Fast and quick service, clean place, friendly staff",1,negative
25839,today food time open state open hour closed professional right thing whole place answer,1 star,4,0.6304138,"Long wait times, slow drive-thru",1,negative
25840,morning right drove window guy funny mcdonald person milkshake home uber eat milkshake mcdonald,1 star,0,0.46425113,"Bad service, wrong orders, rude staff",1,negative
25841,worker big company horrific experience lady picture wrong item one big drama spilt son smoothie vulgar songlyric front manager time ridiculous long lot customer uber eat guy front order lady yellow paper sandwich bunsbread table food dog place mess,1 star,0,0.40206853,"Bad service, wrong orders, rude staff",1,negative
25842,hour person work ice cream machine milk,1 star,0,0.5867047,"Bad service, wrong orders, rude staff",1,negative
25843,terrible review mcdonald close house clean order ready minute general manager order table new general manager amazing,5 stars,4,0.4364966,"Long wait times, slow drive-thru",5,positive
25844,deaf gesture app working order show card phone cash waste minute time poor service disability,1 star,4,0.50520724,"Long wait times, slow drive-thru",1,negative
25845,good dude,3 stars,2,0.38910756,"Overall good price, quality, service",3,neutral
25846,web service time favorite part robloxamazoncorein time place,5 stars,2,0.477038,"Overall good price, quality, service",5,positive
25847,reward program order incomplete cold honor reward deal next time least food hot,1 star,4,0.3753844,"Long wait times, slow drive-thru",1,negative
25848,great fresh food prep good mcdonald unruly school kid experience,4 stars,1,0.36485592,"Fast and quick service, clean place, friendly staff",4,positive
25849,order,2 stars,0,0.582511,"Bad service, wrong orders, rude staff",2,negative
25850,pure utter trash line 40min stale fry taste way line,1 star,3,0.4010323,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25851,normal mcds clean chicken fresh usual,3 stars,3,0.30951884,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
25853,bad experience great customer service manager front employee girl fry cold old,1 star,0,0.58085585,"Bad service, wrong orders, rude staff",1,negative
25854,suggestion app curbside way food last time feature app food quick min time minute long time fast food,3 stars,4,0.69355494,"Long wait times, slow drive-thru",3,neutral
25855,area ring mobile order 1st girl,1 star,4,0.54404485,"Long wait times, slow drive-thru",1,negative
25856,third time third time long wait food good slow,2 stars,4,0.58451635,"Long wait times, slow drive-thru",2,negative
25857,excellent customer service food hot,5 stars,1,0.6523338,"Fast and quick service, clean place, friendly staff",5,positive
25858,hour am morning talk close cleaning guy lobby headset,1 star,4,0.65030473,"Long wait times, slow drive-thru",1,negative
25859,lady push window nasty attitude wrong order early morning,1 star,0,0.7151376,"Bad service, wrong orders, rude staff",1,negative
25860,service pathetic verrrrry,1 star,0,0.72075605,"Bad service, wrong orders, rude staff",1,negative
25861,horrible service alot item available drive,1 star,0,0.34976378,"Bad service, wrong orders, rude staff",1,negative
25862,food correct,4 stars,0,0.71824795,"Bad service, wrong orders, rude staff",4,positive
25863,burger white bread dust craggy textured slight bite,5 stars,2,0.36150408,"Overall good price, quality, service",5,positive
25864,quick professional considering order meal early morning,5 stars,4,0.3980113,"Long wait times, slow drive-thru",5,positive
25865,time open staff takong order,2 stars,4,0.6330345,"Long wait times, slow drive-thru",2,negative
25866,condiment food condiment park,3 stars,0,0.57747006,"Bad service, wrong orders, rude staff",3,neutral
25867,service terrible staff minute side,1 star,0,0.69353616,"Bad service, wrong orders, rude staff",1,negative
25868,guy window question,1 star,4,0.5410474,"Long wait times, slow drive-thru",1,negative
25869,half stuff people service,1 star,5,0.33997953,"Miscellanous, general complains about environment",1,negative
25870,service great dirty foul odor,2 stars,1,0.52810746,"Fast and quick service, clean place, friendly staff",2,negative
25871,star horrible service ask spit food,1 star,0,0.85968524,"Bad service, wrong orders, rude staff",1,negative
25872,drive minute day speaker least week girl store pm cra,2 stars,4,0.78868103,"Long wait times, slow drive-thru",2,negative
25873,slow 3rd car drive thru minute,1 star,4,0.7298005,"Long wait times, slow drive-thru",1,negative
25874,clean order touch screen menu place small,2 stars,3,0.27080896,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
25875,guy actu,1 star,0,0.5825357,"Bad service, wrong orders, rude staff",1,negative
25876,terrible service minute order line next lane second order waiting wrong food correct receipt next window order wrong order burger,1 star,0,0.46220857,"Bad service, wrong orders, rude staff",1,negative
25877,clean majority time guess customer service fair experience quick bite specific mcdonald food fresh napkin,4 stars,1,0.41153058,"Fast and quick service, clean place, friendly staff",4,positive
25878,bad mcdonald food menu item burger chicken sandwich team member standard,1 star,3,0.6239081,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25879,drive take home shot pm order pm hrs round saw staff dining area good job least pm,1 star,4,0.57836795,"Long wait times, slow drive-thru",1,negative
25880,cactus plant flea market happy meal order twice first order deliv,1 star,0,0.46304038,"Bad service, wrong orders, rude staff",1,negative
25881,nice place shame homeless sleep restaurant,4 stars,1,0.48206827,"Fast and quick service, clean place, friendly staff",4,positive
25882,busy parking tight depending time day spot staff great customer service environment clean,5 stars,1,0.6526822,"Fast and quick service, clean place, friendly staff",5,positive
25883,sad memorial evidencing period,1 star,1,0.38876098,"Fast and quick service, clean place, friendly staff",1,negative
25884,bad mcdonald morning cashier use kiosk order food minute crazy speak manager min staff member attitude adjustment mcdonald coffee money,1 star,0,0.65398973,"Bad service, wrong orders, rude staff",1,negative
25885,time thru way,3 stars,4,0.7913843,"Long wait times, slow drive-thru",3,neutral
25886,hour slow,1 star,4,0.72222096,"Long wait times, slow drive-thru",1,negative
25887,place attention well management employee flirt scream hat hair net kitchen staff person hair net cleaning lady,1 star,0,0.3534495,"Bad service, wrong orders, rude staff",1,negative
25888,least minute order order app system food dollar half hour life corporate talk manager email refund coupon month resolution dollar worth food customer money time terrible experience mcdonald future,1 star,4,0.42233148,"Long wait times, slow drive-thru",1,negative
25889,love mcdonald good big problem dirt dirty table dirt garbage can dirt ground video talk manager,1 star,0,0.32184288,"Bad service, wrong orders, rude staff",1,negative
25890,1009pm right drive first time entire life mcdonald order minute,2 stars,0,0.56838053,"Bad service, wrong orders, rude staff",2,negative
25891,slow min chicken bacon mcdouble cook manager people counter food,1 star,0,0.4436904,"Bad service, wrong orders, rude staff",1,negative
25892,hour uber order window ready customer,1 star,4,0.6679001,"Long wait times, slow drive-thru",1,negative
25893,service slow minute worker able other,1 star,0,0.45609763,"Bad service, wrong orders, rude staff",1,negative
25894,order big touch screen food table possible order advance order car,4 stars,4,0.36279553,"Long wait times, slow drive-thru",4,positive
25895,pm guy right door,1 star,4,0.53592664,"Long wait times, slow drive-thru",1,negative
25896,service place terrible order week uber order incomplete today order long time ordering food worker rude educat,1 star,0,0.5887761,"Bad service, wrong orders, rude staff",1,negative
25897,terrible open indoor mobile pickup ice coffee click,1 star,4,0.38957933,"Long wait times, slow drive-thru",1,negative
25898,bunch zombie lady thru window line urgency,1 star,4,0.88065493,"Long wait times, slow drive-thru",1,negative
25899,way closed industrial cold wet vent printer,2 stars,4,0.59333044,"Long wait times, slow drive-thru",2,negative
25900,d start car order total hour minute exaggeration order board order window order busy least people window card minute account case,1 star,4,0.63595235,"Long wait times, slow drive-thru",1,negative
25901,table employee terrible,4 stars,1,0.4870823,"Fast and quick service, clean place, friendly staff",4,positive
25902,minute order screen thru car right minute kid food sense,1 star,4,0.5281589,"Long wait times, slow drive-thru",1,negative
25903,healthy mickey ds fry long fun night drive attendant yesterday pleasant water mini kid size fry dog,5 stars,3,0.30570927,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
25904,medium vanilla latte hot large cup ice cream different item order coffee ice cream sad,1 star,0,0.46632007,"Bad service, wrong orders, rude staff",1,negative
25905,ton time twice week good mcdonald,5 stars,4,0.6468322,"Long wait times, slow drive-thru",5,positive
25906,mcdonald disorganized take yea friendly order wrong,1 star,0,0.55351967,"Bad service, wrong orders, rude staff",1,negative
25907,excellent food great price superb value,5 stars,2,0.4450769,"Overall good price, quality, service",5,positive
25908,general manager bad customer service experience order food cold fresh food refund minute partial payment police,1 star,0,0.5129121,"Bad service, wrong orders, rude staff",1,negative
25909,line hour quarter pounder meal fast food ridiculous child home,1 star,4,0.46396148,"Long wait times, slow drive-thru",1,negative
25910,customer service terrible minute place order drive window place order window young lady order phone texting sense urgency nonexistent large fry sweet tea,1 star,0,0.4003631,"Bad service, wrong orders, rude staff",1,negative
25911,late order today family food 40min late need management,1 star,0,0.4816119,"Bad service, wrong orders, rude staff",1,negative
25912,quick bite morning online order run work kind nice person today little hick order care regular day guy,5 stars,0,0.3984891,"Bad service, wrong orders, rude staff",5,positive
25913,food first time item refund order wrong make flurry piece chicken piece spicy chicken,1 star,3,0.4177121,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25914,fast lunch go,4 stars,4,0.47495306,"Long wait times, slow drive-thru",4,positive
25915,bad mcdonald mire minute order building burn,1 star,0,0.47803232,"Bad service, wrong orders, rude staff",1,negative
25916,last person order pleasant heavy order bit drive number car,5 stars,4,0.7346442,"Long wait times, slow drive-thru",5,positive
25917,menu dollar order hotel sandwich card drive cashier pin number pad window life single employee uniform total messed experience,1 star,0,0.40996966,"Bad service, wrong orders, rude staff",1,negative
25918,employee store bad service,1 star,0,0.83246607,"Bad service, wrong orders, rude staff",1,negative
25919,time time able order pickup wait time,2 stars,4,0.8957314,"Long wait times, slow drive-thru",2,negative
25920,order people sauce nugget place head nice touch experience worker fry old stale great,1 star,3,0.34670702,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25921,terrible line hour whole order drive intercom app order matter bad worker hair hoody head scratch hair hand mad coworker order glad southern hospitality,1 star,4,0.42036667,"Long wait times, slow drive-thru",1,negative
25922,love frappe good service due situation well full staff objective review,5 stars,1,0.37023893,"Fast and quick service, clean place, friendly staff",5,positive
25923,hour late night line multiple hello customer service,1 star,4,0.6458284,"Long wait times, slow drive-thru",1,negative
25924,review single mcdonald country convinced hour window minute window idea group people little purpose interest annoyed whole crew slow motion sight see food order course correct weird thing short extra quarter pounder fry,1 star,4,0.41418117,"Long wait times, slow drive-thru",1,negative
25925,sense little separate enough sewer drain ocean water domino emergency plan gear separate cash app godheaddiva,5 stars,1,0.32039434,"Fast and quick service, clean place, friendly staff",5,positive
25926,yell employee car line line car order order sidewalk car car car big order delivery bag food bad experience fast food minute,1 star,4,0.637437,"Long wait times, slow drive-thru",1,negative
25927,menu order,1 star,3,0.38888273,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25928,good bad easy ordering wrong food order time fast food,3 stars,0,0.5481035,"Bad service, wrong orders, rude staff",3,neutral
25929,hungryit place,4 stars,1,0.5821758,"Fast and quick service, clean place, friendly staff",4,positive
25930,second time less 2week apart minute drive guy wrong order disaster,1 star,4,0.49622297,"Long wait times, slow drive-thru",1,negative
25931,close unit thru line surprise order ready hour drive thru line fast food order wrong potato wrong size old sundae machine sundaes attendance rude problem mine burger correct double quarter home cheeseburger third burger bag amount card great closing order complaint customer service unit concrete action experience estaurant,1 star,0,0.37719974,"Bad service, wrong orders, rude staff",1,negative
25932,awful service order quarter pounder large fry coke soda mixed diet quarter pounder hamburger mayo pickle disgusting mess order dollar cup water quarter pounder speak manager,2 stars,3,0.4849685,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
25933,horrible experience saweetie support girl several fly bag belief food cold old ontop inedible mcdonald,1 star,0,0.48675075,"Bad service, wrong orders, rude staff",1,negative
25934,food fresh working window rude nasty belief fake curly weave dip many drink busy lip gloss fat piece gum mouth rude window impolite manager day sorry excuse worker,1 star,0,0.3876414,"Bad service, wrong orders, rude staff",1,negative
25935,different management bad service,1 star,0,0.83272004,"Bad service, wrong orders, rude staff",1,negative
25936,eye contact order uber order second order priority ice cream ask last order milkshake molten overall staff well service well,4 stars,0,0.6795429,"Bad service, wrong orders, rude staff",4,positive
25937,young lady day busy chit coffee wrong cashier thru window receipt head hand irritated coffee next destination wrong lady coffee rude,1 star,0,0.87227273,"Bad service, wrong orders, rude staff",1,negative
25938,night shift order incorrect consistently day staff good volume people morning environment clean bathroom good fry,3 stars,1,0.32278168,"Fast and quick service, clean place, friendly staff",3,neutral
25939,update star min today car line lane speaker customer service terrible screen drivethru employee tired moody exception name badge surpri,1 star,4,0.430954,"Long wait times, slow drive-thru",1,negative
25940,solid dive bar good food chilli excellent salad decent smoke rarity day nice staff attentive friendly odd location,4 stars,1,0.38570845,"Fast and quick service, clean place, friendly staff",4,positive
25941,disgusting burger day bread cheese old fry fell lol wish,1 star,3,0.6953463,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25942,bucket stale oil clean batch fry stale refried oil quality poor fresh door dash quality oil staleness food unreal regret choice pizza tonight food,1 star,3,0.32663712,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25943,place clean new way order touch screen cool modern food tasty downside napkin place kitchen,4 stars,5,0.24786681,"Miscellanous, general complains about environment",4,positive
25944,terrible understaffed minute food disgusting,1 star,4,0.59069324,"Long wait times, slow drive-thru",1,negative
25945,large iced coffee wcream sugar order hot cake medium iced coffee sugar old pancake top syrup butter spoon eat pancake location,1 star,3,0.5141544,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
25946,employee frustrating time close lobby other lobby close time close little early today horrible management,3 stars,4,0.73291653,"Long wait times, slow drive-thru",3,neutral
25947,service slow neighborhood bad security lobby person safe lock car value view window glass parking lot,1 star,4,0.25370616,"Long wait times, slow drive-thru",1,negative
25948,good staff service,4 stars,1,0.5043081,"Fast and quick service, clean place, friendly staff",4,positive
25949,mcdonald picking drink problem chaos guy min chicken sandwich receipt showing ask staff rude man busy mcdonald size soft drink,1 star,0,0.6670408,"Bad service, wrong orders, rude staff",1,negative
25950,overall decent mcdonald clean,4 stars,1,0.8315367,"Fast and quick service, clean place, friendly staff",4,positive
25951,food good place dirty bad review table,3 stars,1,0.43289465,"Fast and quick service, clean place, friendly staff",3,neutral
25952,terrible establishment long line line minute tell,1 star,4,0.5208746,"Long wait times, slow drive-thru",1,negative
25953,wonderful people,5 stars,1,0.71994084,"Fast and quick service, clean place, friendly staff",5,positive
25954,staff busy customer long time time store call situation face good professional new staff bad,1 star,0,0.3922711,"Bad service, wrong orders, rude staff",1,negative
25955,homeless people restaurant money employee,2 stars,5,0.48636594,"Miscellanous, general complains about environment",2,negative
25956,thru cashier order wrong order register surprised manager work thru line sure order comment norm day,1 star,0,0.5124595,"Bad service, wrong orders, rude staff",1,negative
25957,time month correct order delivery bag,1 star,4,0.6270421,"Long wait times, slow drive-thru",1,negative
25958,star service minute refund manager refunded money decline food ask manager name end food free well management team cus young woman yesterday pm snapchat video car thru,1 star,0,0.6727493,"Bad service, wrong orders, rude staff",1,negative
25959,bad service slow worker,2 stars,0,0.6133621,"Bad service, wrong orders, rude staff",2,negative
25960,bad lack point customer disrespectful,1 star,0,0.505439,"Bad service, wrong orders, rude staff",1,negative
25961,live foot hour place order fast food experience mcdonald,1 star,0,0.40277153,"Bad service, wrong orders, rude staff",1,negative
25962,slow hour closed customer car minute customer life bad slow service,2 stars,4,0.49241143,"Long wait times, slow drive-thru",2,negative
25963,street window employee speak complaint mcdonald yesterday franchise owner organization owner restaurant employee job chief executive officer mcdonald board member investor multiple quarterly revenue earning year select train manage employee positive customer experience stellar service bad thorough investigation restaurant franchise owner manager owner number people horrible horrible experience well food service followup response phone call appreciative feedback thorough explanation action result investigation experience mcdonald mcdonald,1 star,0,0.55301756,"Bad service, wrong orders, rude staff",1,negative
25964,third time morning answer front morning employee thumb answer right left moment moment ready vehicle experience employee morning difficult hour work,1 star,0,0.6544635,"Bad service, wrong orders, rude staff",1,negative
25965,hour order rude drugged staff,1 star,0,0.599423,"Bad service, wrong orders, rude staff",1,negative
25966,terrible service hour order wrong iced caramel latte good,1 star,1,0.36047214,"Fast and quick service, clean place, friendly staff",1,negative
25967,lady least time ketchup barbecue ranch,3 stars,0,0.58679086,"Bad service, wrong orders, rude staff",3,neutral
25968,pm door anymor,1 star,4,0.72221816,"Long wait times, slow drive-thru",1,negative
25969,bad person world order window red yarn nasty disposition rude abusive cut repeat order price second window first person full filing order huge attitude attitude necessary bark ready whole neck action attitudei location second time week treatment mngr behavior issue person behavior unnoticed,1 star,0,0.49197972,"Bad service, wrong orders, rude staff",1,negative
25970,order wrong order chocolate syrup caramel order extra bbq sauce food cold bad restaurant,2 stars,0,0.3960753,"Bad service, wrong orders, rude staff",2,negative
25971,warning check order time location item,2 stars,4,0.701136,"Long wait times, slow drive-thru",2,negative
25972,mcdonald fast food fast right fountain drink worker refill nice people work,3 stars,0,0.597775,"Bad service, wrong orders, rude staff",3,neutral
25973,worker mcdonald location good luck thru plan hour,2 stars,4,0.48736006,"Long wait times, slow drive-thru",2,negative
25974,order drive least minute order minute food overall option well mcdonald,2 stars,4,0.45712915,"Long wait times, slow drive-thru",2,negative
25975,new order system food table employee job lid terrible experience location,1 star,0,0.7395107,"Bad service, wrong orders, rude staff",1,negative
25976,bad experience line minute order order system nasty attitude proper customer service bad enough store filthy fry floor manager side solution,1 star,0,0.6959107,"Bad service, wrong orders, rude staff",1,negative
25977,service amazing shift breakfast delicious hot none staff friendly ready help yo,5 stars,1,0.37290266,"Fast and quick service, clean place, friendly staff",5,positive
25978,location night first whole staff job second time food min order uber postmate pick order understaffed wrong location,1 star,4,0.7036331,"Long wait times, slow drive-thru",1,negative
25979,place food quality good people homeless table loud bunch drunk adult kid order scooter fun,4 stars,5,0.25168502,"Miscellanous, general complains about environment",4,positive
25980,new design customer service hill way many employee day register emplyee station customer bad manager young latino kid conversation manager staff,2 stars,0,0.71377355,"Bad service, wrong orders, rude staff",2,negative
25981,clean friendly employee,5 stars,1,0.7912309,"Fast and quick service, clean place, friendly staff",5,positive
25982,customer service enoughbut good customer service give,1 star,1,0.5754037,"Fast and quick service, clean place, friendly staff",1,negative
25983,fry cold order nugget,3 stars,3,0.63320076,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
25984,clueless manager management skill aid employee holdup,1 star,0,0.86103094,"Bad service, wrong orders, rude staff",1,negative
25985,open burger good insane issue,3 stars,4,0.3495621,"Long wait times, slow drive-thru",3,neutral
25986,joke parking awkward breakfast muffin wait minute lunch come dot tell lunch breakfast food cashier lunch,1 star,4,0.5417412,"Long wait times, slow drive-thru",1,negative
25987,mobile order wait minute thru food dump,1 star,4,0.68520975,"Long wait times, slow drive-thru",1,negative
25988,friendly restaurant busy find way smile check attitude door part service good,5 stars,0,0.3924258,"Bad service, wrong orders, rude staff",5,positive
25989,bad experience staff management customer minute order minute food apology management whole ordeal total rude unprofessional,1 star,0,0.94766295,"Bad service, wrong orders, rude staff",1,negative
25990,bad home option today last straw order app pickup thru screen order girl order code window ask dispatch mobile order payment cancel order minute order upset poor service time morning night charge credit card,1 star,0,0.5418236,"Bad service, wrong orders, rude staff",1,negative
25991,dude,1 star,0,0.5831917,"Bad service, wrong orders, rude staff",1,negative
25992,self service kiosk customer service prefer live person repeat order iced caramel macchiato hot cold flavor caramel,1 star,0,0.50934017,"Bad service, wrong orders, rude staff",1,negative
25993,ample parking expensive small big breakfast good clean new dining room customer service usual,3 stars,5,0.4774927,"Miscellanous, general complains about environment",3,neutral
25994,night drive thru meal location,2 stars,4,0.6941293,"Long wait times, slow drive-thru",2,negative
25995,night huge improvement last visit clean management new management new service food table,5 stars,0,0.43485767,"Bad service, wrong orders, rude staff",5,positive
25996,star fresh right configuration staff oreo sure cap car manager none dude half screen lady store mcdonald franchisee location issue,1 star,0,0.6369131,"Bad service, wrong orders, rude staff",1,negative
25997,cheese sandwich terrible,1 star,5,0.29167354,"Miscellanous, general complains about environment",1,negative
25998,rude customer service overnight employee order table mine,1 star,0,0.4585148,"Bad service, wrong orders, rude staff",1,negative
25999,staff,1 star,1,0.58289045,"Fast and quick service, clean place, friendly staff",1,negative
26000,long wait double cheeseburger mcdouble onion mustard dry ketchup extra onion allergic onion waste time money,1 star,4,0.45087045,"Long wait times, slow drive-thru",1,negative
26001,unfriendly employee impolite line,1 star,0,0.33647645,"Bad service, wrong orders, rude staff",1,negative
26002,mcdonald lunch refill tea combo meal drink refill guess sandwich table dirty worth star,1 star,3,0.41589463,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
26003,cashier nasty attitude,1 star,0,0.79113156,"Bad service, wrong orders, rude staff",1,negative
26004,drive thru food lane window dispatch food uber driver foot window order food kind cold fry chicken oil top mayonnaise ketchup fry big chain quality control sad food picture,2 stars,3,0.3135702,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
26005,food door dash order x6,1 star,0,0.4992905,"Bad service, wrong orders, rude staff",1,negative
26006,toilet paper phone call joke serious dispenser slot careless next couple second serious late gathering,1 star,4,0.73863804,"Long wait times, slow drive-thru",1,negative
26007,slow service,1 star,4,0.3888864,"Long wait times, slow drive-thru",1,negative
26008,slow service manager takeout enough help,2 stars,0,0.73052967,"Bad service, wrong orders, rude staff",2,negative
26009,bad service,1 star,0,0.7207826,"Bad service, wrong orders, rude staff",1,negative
26010,bathroom functional store,1 star,1,0.7212778,"Fast and quick service, clean place, friendly staff",1,negative
26011,bad experience particular location cashier greet customer minute order ice cream customer ice cream employee incident manager staff order control staff horrible horrible experience ppl money location guy well staff manager shift employee location cooperate,1 star,0,0.94735575,"Bad service, wrong orders, rude staff",1,negative
26012,late night terrible line hour able place order fix system new staff,1 star,4,0.50725687,"Long wait times, slow drive-thru",1,negative
26013,clean dinning room enough personal serve make big parking bathroom clean free wifi,3 stars,5,0.3793572,"Miscellanous, general complains about environment",3,neutral
26014,belive min,1 star,4,0.58261955,"Long wait times, slow drive-thru",1,negative
26015,horrible service order food food food unhappy people,1 star,0,0.434422,"Bad service, wrong orders, rude staff",1,negative
26016,customer food top good quality food today employee rude question sauce sandwich rude sauce change self extra ridiculous name speak manager manager behavior door super disrespected manager employee way customer guy bad day way simple question garbage people food people bother way ass thing people less,1 star,0,0.4924165,"Bad service, wrong orders, rude staff",1,negative
26017,bad mcdonald bum store employee,1 star,0,0.6590789,"Bad service, wrong orders, rude staff",1,negative
26018,young lady line minute minute window issue,1 star,4,0.5864745,"Long wait times, slow drive-thru",1,negative
26019,nasty table floor manager handed wet cloth person break car horrible experience managenman,1 star,0,0.5354482,"Bad service, wrong orders, rude staff",1,negative
26020,fresh coffee good cent lot freebie assistant manager friendly,5 stars,0,0.27359268,"Bad service, wrong orders, rude staff",5,positive
26021,ice 230am hot funny,1 star,0,0.54161775,"Bad service, wrong orders, rude staff",1,negative
26022,manager attitude order cl,1 star,0,0.79156697,"Bad service, wrong orders, rude staff",1,negative
26023,trash can place dirty worker circle drug person help customer minute help cup coffee customer,1 star,0,0.7311782,"Bad service, wrong orders, rude staff",1,negative
26024,piece nugget fresh overcooked wrong sauce,2 stars,3,0.5952116,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
26025,customer service atrocious employee order dismissive rude voice cut clarify order attitude entire time place trash,1 star,0,0.724196,"Bad service, wrong orders, rude staff",1,negative
26026,typical mcdonald food table order wrong order new touch screen selfservice kiosk rude employee homeless people panhandl,1 star,0,0.5694219,"Bad service, wrong orders, rude staff",1,negative
26027,long order,5 stars,4,0.7215544,"Long wait times, slow drive-thru",5,positive
26028,system hour food line people tension tight employee employee pink hair huge scene profanity bunch kid problem employee frankie stellar guy help whole kitchen manager,1 star,0,0.36548308,"Bad service, wrong orders, rude staff",1,negative
26029,staff unprofessional yelling customer important food simple order good min fast food,1 star,0,0.6108541,"Bad service, wrong orders, rude staff",1,negative
26030,great service,4 stars,1,0.72197014,"Fast and quick service, clean place, friendly staff",4,positive
26031,bad service staff homeless food time people,1 star,0,0.6389591,"Bad service, wrong orders, rude staff",1,negative
26032,star bad trip mcdonald drive minute counting,1 star,0,0.54953086,"Bad service, wrong orders, rude staff",1,negative
26033,slow upset stuff order window speakerphone word law order window policy,1 star,4,0.70407397,"Long wait times, slow drive-thru",1,negative
26034,burger,3 stars,3,0.5833317,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
26035,food service great staff guess work fast pace good brand work,5 stars,1,0.5282337,"Fast and quick service, clean place, friendly staff",5,positive
26036,drive line minute car car lane,1 star,4,0.880934,"Long wait times, slow drive-thru",1,negative
26038,place star website star bad mcdonald minute,1 star,0,0.37130192,"Bad service, wrong orders, rude staff",1,negative
26039,drive thru lane open late great chocolate thank,5 stars,4,0.6033596,"Long wait times, slow drive-thru",5,positive
26040,food food food little hispanic night shift manager money,1 star,0,0.31290132,"Bad service, wrong orders, rude staff",1,negative
26041,much favorite mcdonald excellent customer service staff efficient dinning area clean management game food right,5 stars,1,0.2849381,"Fast and quick service, clean place, friendly staff",5,positive
26042,rudeservice manager customer fry hand letter reply customer clear customer order bad customer service way clean restaurant negative vibe newmanagement place,1 star,0,0.52243346,"Bad service, wrong orders, rude staff",1,negative
26043,mcdonald cool big breakfast good quarter pounder yeah mcdonald,4 stars,3,0.6104379,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
26044,bad service line order,1 star,0,0.5994195,"Bad service, wrong orders, rude staff",1,negative
26045,night shift crew unknown secret supervisor white ubereat order time customer ubereat delivery person order lie end ubereat delivery person customer order answer phone ubereat support ubereat driver bad rating unprofessionalism order,1 star,0,0.5768078,"Bad service, wrong orders, rude staff",1,negative
26046,store respect welcome mcdonald paper bathroom talk store,1 star,1,0.451817,"Fast and quick service, clean place, friendly staff",1,negative
26047,open hour drive minute work,1 star,4,0.86100876,"Long wait times, slow drive-thru",1,negative
26048,dirty attitude people gross trow food mcdonald bad experience,1 star,0,0.48919982,"Bad service, wrong orders, rude staff",1,negative
26049,available pm car pile interaction close drive,1 star,4,0.7380952,"Long wait times, slow drive-thru",1,negative
26050,nasty mcdonald 1st people store toilet paper whole store amd employee,1 star,4,0.779895,"Long wait times, slow drive-thru",1,negative
26051,bad customer service place bad minute order mananger nice,1 star,0,0.65391904,"Bad service, wrong orders, rude staff",1,negative
26052,mcdonald open hour am employee intercom car customer tired taco bell employee bank money sleep property,1 star,4,0.585518,"Long wait times, slow drive-thru",1,negative
26053,least time chain old wise,5 stars,4,0.51999843,"Long wait times, slow drive-thru",5,positive
26054,place super poor customer service employee ask item hope owner employee owner employee ready,1 star,0,0.7186265,"Bad service, wrong orders, rude staff",1,negative
26055,good child young people old guy black coffee,4 stars,3,0.33529267,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
26056,food good employee,4 stars,2,0.48683035,"Overall good price, quality, service",4,positive
26057,bag moderate defect rate,4 stars,5,0.38882485,"Miscellanous, general complains about environment",4,positive
